Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CTR,Clicks,Daily_Average_CPC,Spend_(GBP),Conversions,Total_conversion value_(GBP),Likes_(Reactions),Shares,Comments
Spring ,3/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,938.6,0.013,12,0.13,2,5,219.6,27,1,3
Spring ,3/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,878.8,0.017,15,0.03,1,5,255.6,25,1,3
Spring ,3/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,877.4,0.016,14,0.56,8,4,187.2,26,5,3
Spring ,3/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,656.4,0.011,7,0.85,6,6,360,60,8,2
Spring ,3/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1113.4,0.010,11,1.3,14,7,474,58,10,5
Spring ,3/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,709.6,0.009,7,0.08,1,5,223.2,56,8,3
Spring ,3/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1490.8,0.021,31,0.22,7,2,0,64,13,6
Spring ,3/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,844.6,0.012,10,0.52,5,4,169.2,39,0,5
Spring ,3/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1589.6,0.017,27,0.21,6,3,105.6,30,4,8
Spring ,3/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,997.6,0.008,8,1.13,9,2,0,42,13,3
Spring ,3/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1409.2,0.019,27,0.25,7,4,177.6,45,0,2
Spring ,3/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,806,0.014,11,1.12,12,6,384,49,9,6
Spring ,3/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,776,0.012,9,0.49,5,3,81.6,45,3,2
Spring ,3/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1488,0.012,18,0.06,1,5,237.6,53,2,3
Spring ,3/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1443.4,0.015,22,0.81,18,3,103.2,49,9,3
Spring ,3/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1100.2,0.016,18,0.61,11,5,312,20,0,3
Spring ,3/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1482.8,0.012,18,0.75,14,4,98.4,34,11,3
Spring ,3/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1439.2,0.017,24,0.21,5,5,262.8,53,8,5
Spring ,3/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1081.2,0.011,12,0.06,1,7,288,65,3,2
Spring ,3/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,650,0.015,10,0.36,3,3,139.2,44,11,0
Spring ,3/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1451.2,0.011,16,0.14,2,5,355.2,22,1,2
Spring ,3/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1270.4,0.014,17,0.13,2,3,93.6,52,7,11
Spring ,3/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1209.2,0.011,13,0.1,1,6,312,44,2,3
Spring ,3/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1280.2,0.019,24,1.27,30,7,318,11,2,2
Spring ,3/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1112.4,0.019,21,0.25,5,5,355.2,66,1,0
Spring ,3/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1044.2,0.010,11,1.22,13,6,438,27,1,5
Spring ,3/31/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1270.2,0.017,21,0.12,2,6,196.8,17,11,3
Spring ,4/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1284,0.008,10,1.14,12,1,0,25,2,2
Spring ,4/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1448.2,0.012,17,0.54,9,5,284.4,59,9,5
Spring ,4/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1641,0.017,28,0.49,14,6,225.6,50,6,3
Spring ,4/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1186.4,0.016,19,0.3,6,5,158.4,30,11,0
Spring ,4/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,900.4,0.016,14,1.1,16,4,172.8,40,8,8
Spring ,4/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1111,0.014,16,1.2,19,3,63.6,41,1,8
Spring ,4/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1272.4,0.015,19,1.08,21,5,151.2,21,10,0
Spring ,4/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1139.2,0.012,14,0.75,11,5,198,43,2,3
Spring ,4/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1417.8,0.020,29,0.46,13,5,158.4,22,7,6
Spring ,4/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1416.2,0.012,16,1.31,22,7,252,48,4,6
Spring ,4/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,889.6,0.015,13,0.76,10,7,204,56,3,9
Spring ,4/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1481,0.013,19,1.16,22,6,302.4,39,12,6
Spring ,4/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1125.4,0.014,16,1.02,16,5,384,38,9,5
Spring ,4/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1378.2,0.015,21,0.95,20,6,384,41,2,0
Spring ,4/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,998,0.016,16,1.07,17,3,87.6,19,4,3
Spring ,4/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,754.6,0.012,9,0.25,2,5,288,34,14,2
Spring ,4/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,814.6,0.012,10,0.06,1,2,0,53,2,11
Spring ,4/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1241.6,0.016,19,1.23,24,1,0,38,7,3
Spring ,4/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1036.4,0.014,14,0.24,3,4,129.6,16,2,6
Spring ,4/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,784.6,0.011,8,0.23,2,2,42,15,3,3
Spring ,4/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,920.4,0.013,12,0.39,5,3,72,26,2,8
Spring ,4/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1420.6,0.017,24,1.22,29,3,91.2,51,10,2
Spring ,4/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1302.6,0.016,21,0.62,13,7,354,17,10,9
Spring ,4/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1090.8,0.010,11,1.18,13,5,350.4,42,0,8
Spring ,4/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,502.2,0.014,7,0.68,5,5,345.6,49,7,2
Spring ,4/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,938,0.017,16,0.74,12,2,64.8,19,4,3
Spring ,4/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1177.2,0.013,15,0.28,4,2,0,25,1,3
Spring ,4/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1108.8,0.014,16,1.23,20,7,456,60,8,2
Spring ,4/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1414.4,0.009,13,0.41,5,5,192,57,1,5
Spring ,4/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1318.8,0.014,18,0.56,10,3,120,56,5,8
Spring ,5/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,910.4,0.015,14,1.1,15,2,85.2,26,12,8
Spring ,5/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1348.6,0.010,13,0.83,11,4,151.2,60,11,0
Spring ,5/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1107.4,0.011,12,1.28,15,5,187.2,68,1,9
Spring ,5/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,923,0.011,10,1.27,13,6,450,46,5,5
Spring ,5/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,603.6,0.011,7,0.4,3,6,326.4,61,0,2
Spring ,5/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1234,0.016,19,0.23,4,1,0,49,11,8
Spring ,5/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1046.4,0.010,11,1.17,13,1,0,17,14,6
Spring ,5/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,815.2,0.014,11,0.62,7,4,76.8,37,2,2
Spring ,5/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,701.6,0.014,10,0.62,6,6,273.6,19,12,2
Spring ,5/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1490,0.009,14,1.17,16,4,241.2,35,9,0
Spring ,5/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,906.8,0.016,14,0.72,10,3,80.4,59,9,5
Spring ,5/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1436.6,0.009,12,0.98,12,5,262.8,49,7,8
Spring ,5/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1276,0.014,18,0.44,8,4,110.4,29,3,0
Spring ,5/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1122.8,0.016,18,0.48,9,4,96,24,8,3
Spring ,5/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1078.4,0.020,21,1.1,24,5,336,49,11,0
Spring ,5/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1269.2,0.012,15,0.44,7,5,133.2,22,7,2
Spring ,5/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1101.4,0.012,13,0.08,1,1,0,58,5,3
Spring ,5/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,986.8,0.015,15,0.29,4,2,0,60,1,3
Spring ,5/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,952.8,0.014,13,0.16,2,7,468,63,9,6
Spring ,5/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1237.2,0.016,20,0.59,12,1,0,61,1,2
Spring ,5/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,889.8,0.012,11,1.24,14,3,129.6,40,2,3
Spring ,5/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,976.8,0.016,15,0.08,1,6,456,64,4,3
Spring ,5/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1459.4,0.012,17,0.32,5,6,316.8,18,12,0
Spring ,5/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,919.6,0.014,13,0.24,3,4,118.8,46,13,5
Spring ,5/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,974,0.010,10,0.49,5,5,216,16,4,5
Spring ,5/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,973.2,0.020,19,0.08,2,5,297.6,46,1,6
Spring ,5/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1063.8,0.014,14,0.63,9,7,198,37,5,8
Spring ,5/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,713.4,0.018,13,1.12,14,3,70.8,37,2,6
Spring ,5/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,892.4,0.018,16,0.12,2,7,360,36,12,3
Spring ,5/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1517.6,0.016,25,0.37,9,2,56.4,21,11,5
Spring ,5/31/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1318.2,0.010,14,1.04,14,6,390,38,8,5
Summer ,6/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1065.7,0.016,17,1.48,25,2,130.8,62,2,3
Summer ,6/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,635.9,0.015,10,1.01,10,1,66,45,4,5
Summer ,6/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,938.6,0.014,13,0.86,11,2,24,29,11,6
Summer ,6/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,689.7,0.011,7,0.6,4,2,31.2,59,1,5
Summer ,6/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,940.3,0.013,12,1.47,18,2,79.2,65,1,2
Summer ,6/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1030.9,0.014,15,0.31,5,2,38.4,73,5,2
Summer ,6/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1076.7,0.010,10,0.4,4,2,42,75,16,5
Summer ,6/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1256.7,0.011,14,0.9,13,3,96,57,8,8
Summer ,6/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1086.7,0.018,19,0.46,9,5,214.8,72,6,0
Summer ,6/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1440.1,0.011,15,0.16,2,5,362.4,55,16,3
Summer ,6/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,753.5,0.011,8,1.45,12,2,79.2,50,4,9
Summer ,6/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,704.8,0.016,11,1.05,12,2,18,32,8,0
Summer ,6/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,497.8,0.012,6,0.51,3,1,52.8,50,14,9
Summer ,6/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1151.9,0.014,17,0.14,2,3,92.4,66,6,11
Summer ,6/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1233,0.015,18,0.15,3,3,75.6,70,5,0
Summer ,6/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,544.4,0.016,8,0.17,1,6,194.4,26,14,12
Summer ,6/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,815.6,0.011,9,0.16,1,3,124.8,63,11,14
Summer ,6/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,876.4,0.015,13,0.85,11,4,219.6,50,16,14
Summer ,6/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1125.3,0.015,17,1.28,21,2,22.8,40,6,0
Summer ,6/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1295.4,0.014,19,1.37,25,6,147.6,78,6,9
Summer ,6/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1134.5,0.014,16,0.79,13,4,253.2,27,6,3
Summer ,6/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1378,0.018,25,0.51,12,3,160.8,31,10,5
Summer ,6/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1189.3,0.015,17,0.45,8,5,378,40,7,5
Summer ,6/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,712.4,0.011,8,0.33,3,3,28.8,69,10,6
Summer ,6/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,906.6,0.011,10,0.43,4,4,337.2,66,14,14
Summer ,6/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1183.1,0.013,15,1.07,16,2,51.6,74,11,11
Summer ,6/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,857.8,0.012,10,1.15,12,5,154.8,50,2,2
Summer ,6/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,664.7,0.013,9,1,9,4,115.2,54,8,3
Summer ,6/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1120,0.017,19,0.84,16,2,4.8,74,7,9
Summer ,6/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1241.3,0.012,15,0.23,3,4,117.6,81,9,11
Summer ,7/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,895.6,0.012,11,1.05,12,4,82.8,60,5,15
Summer ,7/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1103.2,0.015,16,1.16,19,4,226.8,64,11,6
Summer ,7/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,875.4,0.007,6,1.29,8,4,87.6,71,13,8
Summer ,7/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1133.3,0.008,9,1.08,9,4,243.6,49,6,3
Summer ,7/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,948.8,0.014,13,0.38,5,5,142.8,62,6,2
Summer ,7/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,587.8,0.008,5,0.97,5,4,76.8,34,16,2
Summer ,7/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,798.9,0.016,13,0.69,9,1,33.6,65,15,5
Summer ,7/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,568.2,0.009,5,1.05,5,3,32.4,42,1,12
Summer ,7/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1019.8,0.015,15,0.1,2,6,259.2,78,16,3
Summer ,7/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1187.2,0.012,14,0.08,1,6,283.2,29,12,6
Summer ,7/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1183.6,0.012,15,1.05,15,5,355.2,36,6,15
Summer ,7/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1383.4,0.013,18,0.98,18,4,157.2,71,11,5
Summer ,7/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,773.1,0.016,13,0.33,4,6,376.8,64,15,12
Summer ,7/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,975,0.012,11,0.66,7,2,15.6,76,11,2
Summer ,7/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,804.5,0.011,9,1.59,15,1,10.8,58,13,0
Summer ,7/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,899.2,0.015,13,0.98,13,1,37.2,28,14,0
Summer ,7/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,841.7,0.011,9,1.41,13,3,90,59,2,18
Summer ,7/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,757.6,0.012,9,1.21,11,2,67.2,21,5,8
Summer ,7/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,994.3,0.011,11,1.29,14,1,37.2,55,7,5
Summer ,7/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,912.6,0.016,14,0.21,3,2,81.6,33,13,0
Summer ,7/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1237.5,0.012,15,1.15,17,4,144,66,10,8
Summer ,7/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1261.6,0.016,20,1.28,26,3,145.2,44,7,8
Summer ,7/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,737.1,0.012,9,0.67,6,1,84,58,15,0
Summer ,7/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,815.3,0.013,10,1.44,15,2,22.8,54,1,15
Summer ,7/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1195,0.012,14,1.24,18,3,26.4,57,3,5
Summer ,7/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,590,0.010,6,0.14,1,5,86.4,74,16,3
Summer ,7/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1216.6,0.010,13,0.43,5,3,128.4,65,9,2
Summer ,7/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,892.4,0.012,11,0.45,5,4,278.4,58,9,3
Summer ,7/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,734.9,0.015,11,1.02,11,4,128.4,76,1,0
Summer ,7/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,931.8,0.012,11,0.55,6,3,169.2,37,9,3
Summer ,7/31/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1375.1,0.012,17,1.13,19,3,93.6,45,14,5
Summer ,8/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,620.2,0.011,7,0.44,3,2,75.6,47,4,2
Summer ,8/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,681.6,0.014,9,0.37,3,1,14.4,80,4,6
Summer ,8/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1220.3,0.010,12,0.21,3,6,294,47,10,6
Summer ,8/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,677.3,0.011,7,1.23,9,3,88.8,63,5,2
Summer ,8/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,917.6,0.013,12,0.77,9,5,314.4,47,15,3
Summer ,8/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,694.6,0.007,5,0.77,4,5,266.4,58,15,2
Summer ,8/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1080.9,0.010,11,1.52,16,2,0,39,10,3
Summer ,8/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,702.8,0.009,6,1.31,8,2,26.4,42,17,5
Summer ,8/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1045.5,0.013,14,0.78,11,6,250.8,50,18,11
Summer ,8/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1198.9,0.010,12,0.58,7,5,202.8,45,9,2
Summer ,8/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1154.2,0.016,18,1.54,28,4,158.4,79,7,2
Summer ,8/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,956.1,0.011,11,0.55,6,1,68.4,64,15,0
Summer ,8/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1073.7,0.014,15,0.52,8,5,379.2,52,11,11
Summer ,8/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1341.6,0.016,22,0.43,9,4,123.6,67,6,12
Summer ,8/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1091.5,0.015,16,0.46,7,2,25.2,27,12,11
Summer ,8/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1075.8,0.010,11,1.38,15,3,100.8,40,8,8
Summer ,8/17/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1188.9,0.013,16,0.16,3,4,100.8,34,14,2
Summer ,8/18/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,735.3,0.012,9,1.24,11,4,189.6,31,1,9
Summer ,8/19/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,827.7,0.014,11,1.28,15,3,99.6,37,6,0
Summer ,8/20/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,543.4,0.015,8,0.91,7,6,242.4,46,13,3
Summer ,8/21/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,772.2,0.013,10,0.69,7,3,92.4,37,10,2
Summer ,8/22/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,544,0.011,6,0.89,5,1,18,61,3,2
Summer ,8/23/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1136,0.012,13,1.3,17,3,158.4,70,11,2
Summer ,8/24/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1140.7,0.015,17,1.14,20,4,206.4,78,14,6
Summer ,8/25/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,755.8,0.011,8,0.78,6,6,144,25,12,6
Summer ,8/26/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,984.4,0.007,7,0.16,1,2,9.6,29,3,8
Summer ,8/27/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1342.7,0.011,15,1.46,21,6,429.6,53,6,5
Summer ,8/28/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,958.4,0.014,13,1.23,16,4,248.4,81,1,2
Summer ,8/29/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,707.3,0.013,9,0.26,2,6,350.4,31,12,2
Summer ,8/30/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,836.1,0.012,10,0.32,3,3,98.4,36,9,3
Summer ,8/31/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,989.4,0.010,10,0.68,7,4,268.8,26,16,9
Fall ,9/1/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1547,0.013,19,1.18,23,5,315.6,71,6,2
Fall ,9/2/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1470,0.016,23,1.35,31,8,427.2,42,8,12
Fall ,9/3/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,935,0.014,13,0.2,3,5,292.8,46,3,6
Fall ,9/4/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1803,0.015,27,1.04,28,3,79.2,31,10,6
Fall ,9/5/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,904,0.010,9,0.45,4,7,368.4,42,16,3
Fall ,9/6/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1454,0.017,24,1.4,34,7,561.6,44,13,5
Fall ,9/7/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1950,0.014,27,0.79,21,7,181.2,33,18,2
Fall ,9/8/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1689,0.018,30,0.3,9,4,74.4,38,15,3
Fall ,9/9/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1268,0.014,17,0.68,12,4,156,37,3,11
Fall ,9/10/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1167,0.012,14,1.12,16,7,272.4,38,11,9
Fall ,9/11/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1557,0.016,25,0.48,12,3,223.2,29,8,8
Fall ,9/12/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1351,0.015,21,0.4,8,7,405.6,60,6,0
Fall ,9/13/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1245,0.015,19,0.09,2,3,145.2,79,7,3
Fall ,9/14/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1924,0.012,23,0.14,3,4,259.2,38,2,8
Fall ,9/15/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1468,0.019,28,0.05,1,3,206.4,55,4,6
Fall ,9/16/2023,Manchester,53.483959,-2.244644,Pinterest,Desktop,Collection,1809,0.018,32,1.09,35,2,222,49,11,8
